,Net profit before tax/Paid-in capital,ROA(C) before interest and depreciation before interest,Liability to Equity,Current Liabilities/Equity,Borrowing dependency,Current Liability to Equity,ROA(B) before interest and depreciation after tax,Persistent EPS in the Last Four Seasons,Inventory and accounts receivable/Net value,ROA(A) before interest and % after tax,Clusters
146,0.193002036045547,0.54667771656998,0.278750521174997,0.328635616676175,0.372850231388803,0.328635616676175,0.600299801916591,0.24279096152028,0.397675312791808,0.599978194505015,1
147,0.178146444461202,0.479354555647638,0.279399712251482,0.328196632866355,0.373130939892593,0.328196632866355,0.526741260238771,0.209227569254042,0.397743638660652,0.557893589184474,1
148,0.176992685317849,0.520742943499244,0.278288477066647,0.327828338930578,0.373696830342464,0.327828338930578,0.577546977889609,0.224071097664744,0.398637233847296,0.56220017444396,1
149,0.172732071487821,0.48062204455711,0.277109700524433,0.328885893429268,0.37036635255646,0.328885893429268,0.532469618287917,0.218020232580127,0.397667274454297,0.54355647623201,3
150,0.170877007767137,0.48535075318091,0.277753049900312,0.326507581559838,0.373501117242212,0.326507581559838,0.541142459446437,0.214616620970029,0.395206203453002,0.542302660270388,1
151,0.20342357288289,0.52888412226393,0.27946929994671,0.327540853567395,0.376066636396374,0.327540853567395,0.579153059585631,0.248558192304056,0.396753583423876,0.587494548626254,3
152,0.171751753261443,0.488811972895237,0.278608096240617,0.328895741772806,0.374317520460407,0.328895741772806,0.536217142245302,0.217642053512338,0.396813870955209,0.543501962494549,1
153,0.182889676494985,0.527616633354458,0.277468604766283,0.329467093819923,0.372029354728317,0.329467093819923,0.571765083783928,0.227001985440106,0.399374081452474,0.576046663759267,1
154,0.185280144785461,0.517184224638034,0.278926763412682,0.329243172618891,0.374249300465462,0.329243172618891,0.565394293056373,0.230689231351045,0.400522223993634,0.576155691234191,1
155,0.187602744891034,0.520011699897626,0.277698881501176,0.329073341001472,0.371369521990324,0.329073341001472,0.566893302639328,0.233336484825565,0.400637440164625,0.580080680331444,1
156,0.190988613226755,0.529566616292107,0.279323055484133,0.330114038760074,0.372785366475576,0.330114038760074,0.575030783232507,0.236078283067032,0.406715763045887,0.583569559529001,3
157,0.173697307895332,0.480378296689904,0.278420070342261,0.330177862432353,0.372130007179875,0.330177862432353,0.533647411531667,0.219060225016545,0.399181161352209,0.546827300479721,1
158,0.163004298318377,0.45610100911617,0.286550666012996,0.339442081845069,0.382237750037465,0.339442081845069,0.510894587504684,0.209794837855725,0.414401753429356,0.520715220235499,1
159,0.220209637282256,0.546482718276215,0.278298303214322,0.327383692313735,0.374248182104889,0.327383692313735,0.594571443867445,0.264630802685071,0.395896160756032,0.615296554731792,3
160,0.21080612321846,0.529566616292107,0.279015956858005,0.328092916850192,0.375062348601937,0.328092916850192,0.586326891161197,0.259619930036872,0.397017508838822,0.601831661578718,3
161,0.1759067943594,0.469165894798421,0.278314669089314,0.327952634389773,0.373731499520223,0.327952634389773,0.521012902189625,0.215372979105606,0.396044869999987,0.557184910597471,1
162,0.159075484503431,0.445522351679423,0.281645878785154,0.328889756542397,0.375009785655013,0.328889756542397,0.492531720113496,0.201853077432164,0.398986901529026,0.501253815961622,1
